,long,lat,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,age,primary_fur_color,highlight_fur_color,combination_of_primary_and_highlight_color,color_notes,location,above_ground_sighter_measurement,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,other_interactions,lat_long,zip_codes,community_districts,borough_boundaries,city_council_districts,police_precincts
1657,-73.97360162,40.77237814,8D-AM-1007-03,08D,AM,10072018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,1,ran up tree when approached,POINT (-73.9736016229655 40.77237813767141),,19,4,19,13
1661,-73.95616002,40.79531432,38E-AM-1010-10,38E,AM,10102018,10,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,over a log across stream,0,0,0,0,0,chillin',0,0,0,0,0,0,0,1,runs from leaf blower,POINT (-73.9561600237284 40.7953143196705),,19,4,19,13
1664,-73.95839444,40.79796898,39B-PM-1014-04,39B,PM,10142018,4,Adult,Gray,,Gray+,,Above Ground,10,,0,0,1,0,0,,0,0,0,0,0,0,1,1,runs from (me—when i approached),POINT (-73.9583944353352 40.7979689846815),,19,4,19,13
1677,-73.95687265,40.78787951,30I-PM-1006-03,30I,PM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,0,1,up tree,POINT (-73.9568726508546 40.7878795081255),,19,4,19,13
1679,-73.96381672,40.77764857,18I-PM-1007-03,18I,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,25,,0,0,1,0,0,,0,0,0,0,0,0,0,0,stared at me,POINT (-73.9638167248251 40.77764856793541),,19,4,19,13
1680,-73.96381419,40.78292253,23F-PM-1013-03,23F,PM,10132018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,1,0,1,0,"indifferent (noticed me,busy eating,foraging)",POINT (-73.9638141923763 40.7829225326288),,19,4,19,13
1713,-73.97635428,40.77365313,9B-AM-1010-02,09B,AM,10102018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,1,in bush,0,0,1,0,1,,0,0,0,0,1,0,0,1,froze,POINT (-73.9763542780331 40.773653130362206),,19,4,19,13
1719,-73.97258447,40.77010928,7F-PM-1012-02,07F,PM,10122018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,1,,0,0,0,0,0,0,0,0,observes,POINT (-73.9725844658514 40.7701092834201),,19,4,19,13
1731,-73.97671414,40.77373133,8A-PM-1014-02,08A,PM,10142018,2,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,0,0,1,1,0,,0,0,0,0,0,0,0,1,runs from (goes up a tree),POINT (-73.9767141407274 40.7737313251559),,19,4,19,13
1737,-73.96797559,40.7735683,12H-PM-1007-07,12H,PM,10072018,7,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,grass field,0,0,0,0,1,,0,0,0,0,0,0,0,1,humans,POINT (-73.967975586222 40.7735683044313),,19,4,19,13
1754,-73.97147982,40.76952319,6H-PM-1020-02,06H,PM,10202018,2,Adult,,,+,,Above Ground,,Fence pole,0,0,1,0,0,,0,0,0,0,0,0,0,1,runs from (me),POINT (-73.9714798196777 40.7695231949631),,19,4,19,13
1764,-73.96890416,40.7781789,16E-AM-1014-07,16E,AM,10142018,7,Adult,Gray,,Gray+,,Above Ground,,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (dog),POINT (-73.9689041600147 40.7781788966185),,19,4,19,13
1773,-73.96689095,40.78412986,22C-PM-1006-12,22C,PM,10062018,12,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,1,0,,1,0,0,0,0,0,0,0,human friendly,POINT (-73.9668909481942 40.7841298584027),,19,4,19,13
1782,-73.97300011,40.76787192,4G-AM-1006-05,04G,AM,10062018,5,Juvenile,Gray,White,Gray+White,,Above Ground,20,,0,0,1,0,0,climbing (tree),0,0,0,0,0,0,1,0,indifferent—was in front of my face (we were on a bridge)!,POINT (-73.9730001080547 40.7678719218983),,19,4,19,13
1794,-73.96800435,40.77266693,11I-PM-1012-01,11I,PM,10122018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,1,1,,0,0,0,1,1,0,0,0,look at humans determining,POINT (-73.968004352343 40.7726669278308),,19,4,19,13
1801,-73.97364181,40.77169311,8E-PM-1008-04,08E,PM,10082018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,in grass by a grove of tall maples,0,0,0,1,1,,0,0,0,0,0,0,1,0,there's a family playing soccer,POINT (-73.9736418085696 40.7716931127716),,19,4,19,13
1861,-73.97648512,40.77157369,6C-AM-1007-07,06C,AM,10072018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,1,0,0,ambling,0,0,0,0,0,1,0,1,trucks,POINT (-73.9764851231754 40.7715736862861),,19,4,19,13
1886,-73.95861842,40.79931538,41A-PM-1007-02,41A,PM,10072018,2,Adult,Black,,Black+,,Above Ground,15,,0,0,1,0,0,jumping,0,0,0,0,0,0,0,0,stared at me,POINT (-73.9586184232889 40.7993153832942),,19,4,19,13
1899,-73.95292248,40.79618958,40G-PM-1013-05,40G,PM,10132018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (to the tree),POINT (-73.9529224802393 40.7961895763649),,19,4,19,13
1907,-73.95883455,40.79918303,40A-PM-1014-02,40A,PM,10142018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (ran from base of tree into bushes),POINT (-73.9588345546879 40.7991830272008),,19,4,19,13
1910,-73.95289377,40.79229191,36I-AM-1017-01,36I,AM,10172018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,1,0,0,1,1,,0,0,0,0,1,0,0,1,runs from (me!)—from a pretty big distance,POINT (-73.9528937660465 40.7922919074537),,19,4,19,13
1915,-73.96935046,40.78306787,21B-PM-1017-02,21B,PM,10172018,2,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,1,,0,1,0,0,0,,0,1,0,0,0,0,0,0,stood on hind legs with front legs on the chest,POINT (-73.9693504617353 40.7830678709405),,19,4,19,13
1917,-73.96328661,40.78900433,29C-PM-1006-01,29C,PM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,1,0,1,,0,0,0,0,0,0,0,0,not too shy,POINT (-73.96328661428412 40.78900432944361),,19,4,19,13
1941,-73.96249054,40.7935389,33A-PM-1018-01,33A,PM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,0,1,0,stopped to see what i would do 1st,POINT (-73.96249054313 40.7935389038787),,19,4,19,13
1946,-73.97471754,40.769282,5E-PM-1012-05,05E,PM,10122018,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,1,0,0,0,1,,0,0,0,0,0,1,0,0,begging,POINT (-73.9747175419546 40.7692820030878),,19,4,19,13
1964,-73.97193596,40.77269989,9F-PM-1014-01,09F,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,0,0,0,"he is fed every day by a woman who calls him ""chiquita""! he ran right up to her.",POINT (-73.9719359643975 40.772699885583),,19,4,19,13
1969,-73.96314647,40.79341566,33A-PM-1018-02,33A,PM,10182018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,Tree cavity [of] London Plane tree,0,0,0,0,0,"hanging out,watching world",0,0,0,0,0,0,0,0,watching,POINT (-73.9631464693769 40.793415656751),,19,4,19,13
2005,-73.96956411,40.77695629,14E-AM-1008-03,14E,AM,10082018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,0,0,0,0,1,walking,0,0,0,0,0,0,1,0,unaware of,POINT (-73.9695641121727 40.7769562886685),,19,4,19,13
2015,-73.95894922,40.79890112,40A-PM-1014-01,40A,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,0,0,1,0,0,,0,0,0,0,1,0,1,0,stared & then went back up tree—then ran to different tree,POINT (-73.9589492240754 40.798901118974),,19,4,19,13
2032,-73.95001676,40.79661858,41I-AM-1018-01,41I,AM,10182018,1,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,1,0,0,0,"cautious,observant,runs off",POINT (-73.9500167570283 40.7966185836685),,19,4,19,13
2036,-73.96833704,40.78135984,19D-AM-1007-02,19D,AM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,2,,0,0,1,0,1,,0,0,0,0,1,0,0,0,fenced area,POINT (-73.9683370417551 40.78135983505),,19,4,19,13
2046,-73.97216564,40.77228691,9F-PM-1014-08,09F,PM,10142018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,1,0,,0,0,0,0,0,0,0,0,turned to face me while eating,POINT (-73.9721656413591 40.7722869065638),,19,4,19,13
2059,-73.9575798,40.7957014,38D-PM-1006-04,38D,PM,10062018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,near drive -runners -cyclists,POINT (-73.95757980040841 40.795701403549),,19,4,19,13
2067,-73.97355876,40.76723463,3G-PM-1013-02,03G,PM,10132018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,0,0,"wandering,interacting with tourists",0,0,0,0,0,1,0,0,"approaches (father - son taking photos,talking about giving him planters peanuts)",POINT (-73.9735587560787 40.7672346255151),,19,4,19,13
2083,-73.95672558,40.79363319,36F-AM-1017-05,36F,AM,10172018,5,Adult,Gray,White,Gray+White,,Above Ground,8,,0,0,0,0,0,staying very still to avoid two very curious dogs on the ground,0,0,0,0,0,0,0,0,"petrified,frozen (tail over its back,frozen)",POINT (-73.9567255763265 40.7936331899263),,19,4,19,13
2104,-73.97387231,40.77868456,14A-AM-1014-01,14A,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,0,0,0,0,1,"foraging?,crossing road",0,0,0,0,0,0,1,1,runs from (dogs),POINT (-73.9738723117119 40.7786845612246),,19,4,19,13
2121,-73.96929469,40.77673898,14E-AM-1008-13,14E,AM,10082018,13,Adult,Gray,,Gray+,,Above Ground,1,,0,0,1,1,1,,0,0,0,0,0,0,1,0,curious,POINT (-73.9692946938852 40.7767389791452),,19,4,19,13
2162,-73.96436644,40.77936707,19H-AM-1010-01,19H,AM,10102018,1,,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,near base of small tree,1,0,0,1,1,,0,0,0,0,0,0,1,0,run from human w/ dog,POINT (-73.9643664403785 40.7793670703727),,19,4,19,13
2178,-73.95596639,40.79744973,40D-AM-1013-07,40D,AM,10132018,7,Adult,Gray,,Gray+,,Above Ground,6,,0,0,1,0,1,,0,0,0,0,0,0,0,1,curious,POINT (-73.9559663949511 40.7974497269789),,19,4,19,13
2205,-73.9594446,40.79178004,33D-AM-1017-06,33D,AM,10172018,6,Adult,Black,,Black+,,Above Ground,10,,0,0,1,0,0,,1,1,0,0,0,0,0,1,runs from (ran into hole in tree trunk),POINT (-73.9594446018346 40.7917800352042),,19,4,19,13
2244,-73.97742285,40.76863998,3D-AM-1006-05,03D,AM,10062018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,"runs from (chased by boy),wary of humans in playground",POINT (-73.9774228454023 40.7686399839016),,19,4,19,13
2252,-73.97339443,40.77229335,8E-PM-1008-03,08E,PM,10082018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,in between 2 trees,0,0,0,1,1,,0,0,0,0,0,1,0,0,also being lured by mom & baby w/ food,POINT (-73.973394428186 40.7722933513053),,19,4,19,13
2253,-73.9709991,40.77257567,10F-PM-1019-03,10F,PM,10192018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Cinnamon head,Ground Plane,FALSE,"Behind fence, grass",0,0,0,1,0,eating (nuts),0,0,0,0,0,1,0,0,approaches (bad tourists w/ nuts),POINT (-73.9709991016317 40.772575670774806),,19,4,19,13
2261,-73.95561775,40.78885692,32I-AM-1013-03,32I,AM,10132018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,0,0,1,0,0,,0,0,0,0,0,0,0,0,watching me from tree - curious,POINT (-73.9556177490335 40.7888569161537),,19,4,19,13
2278,-73.95860859,40.79903268,40A-PM-1014-04,40A,PM,10142018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,0,,0,0,0,0,0,0,0,1,runs from (ran from path to bushes),POINT (-73.9586085858962 40.7990326758282),,19,4,19,13
2294,-73.95906321,40.79631466,38B-AM-1019-04,38B,AM,10192018,4,Adult,Gray,,Gray+,,Above Ground,20,,0,0,0,0,0,sitting in tree,1,1,0,1,0,0,1,0,observant,POINT (-73.9590632051055 40.7963146584827),,19,4,19,13
2315,-73.95769736,40.79975769,42A-PM-1014-01,42A,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,1,0,0,0,1,up on hind legs looking around,0,0,0,0,0,0,0,0,came to about 10' away then ran off,POINT (-73.957697363244 40.7997576909042),,19,4,19,13
2332,-73.97719249,40.76667227,1E-PM-1007-01,01E,PM,10072018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,0,0,0,0,1,,0,0,0,0,0,1,0,0,people feeding squirrel,POINT (-73.9771924901559 40.7666722729471),,19,4,19,13
2341,-73.95336458,40.79837092,42F-AM-1019-01,42F,AM,10192018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,0,,0,0,0,0,1,0,0,1,runs from (me),POINT (-73.9533645762606 40.7983709215535),,19,4,19,13
2372,-73.96132768,40.7943814,35B-PM-1013-03,35B,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,1,0,0,0,1,threatened by approaching dog (dog #1),0,0,0,0,0,0,0,1,runs from (dog),POINT (-73.96132768020492 40.7943813964442),,19,4,19,13
2385,-73.95657389,40.7900161,32H-AM-1010-01,32H,AM,10102018,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,0,0,0,0,0,not sure; walking-stop-walking-stop,0,0,0,0,0,0,1,0,did seem to observe me for a moment,POINT (-73.9565738895972 40.7900160952624),,19,4,19,13
